,,REPORTE COTIZACIONES,,,,01/01/2000 - 04/02/2023,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
AGRO,10/05/2010,,"4,25","4,68",,,,
AGRO,07/05/2010,,"4,06","0,00","33,20",,,
AGRO,06/05/2010,,"4,06","-3,30","37,70",,,
AGRO,05/05/2010,,"4,20","0,00","44,90",,,
AGRO,04/05/2010,,"4,20","-2,30","47,40",,,
AGRO,03/05/2010,,"4,40","0,00","54,40",,,
AGRO,30/04/2010,,"4,40","-2,20","54,40",,,
AGRO,29/04/2010,,"4,50","-1,00","57,90",,,
AGRO,28/04/2010,,"4,55","0,00","64,90",,,
AGRO,27/04/2010,,"4,55","-2,10","63,10",,,
AGRO,26/04/2010,,"4,65","-1,00","66,70",,,
AGRO,23/04/2010,,"4,70","0,00","67,90",,,
AGRO,22/04/2010,,"4,70","0,00","67,90",,,
AGRO,21/04/2010,,"4,70","0,00","67,90",,,
AGRO,20/04/2010,,"4,70","2,70","67,90",,,
AGRO,19/04/2010,,"4,57","-0,20","63,30",,,
AGRO,16/04/2010,,"4,58","-1,50","60,80",,,
AGRO,15/04/2010,,"4,65","1,10","60,40",,,
AGRO,14/04/2010,,"4,60","-1,08",,,,
AGRO,13/04/2010,,"4,65","0,00","60,40",,,
AGRO,12/04/2010,,"4,65","1,10","60,40",,,
AGRO,09/04/2010,,"4,60","0,90","58,70",,,
AGRO,07/04/2010,,"4,56","-1,90","61,20",,,
AGRO,06/04/2010,,"4,65","-1,00","63,20",,,
AGRO,05/04/2010,,"4,70","-0,40","65,00",,,
AGRO,31/03/2010,,"4,72","-2,40","68,60",,,
AGRO,30/03/2010,,"4,84","0,00",,,,
AGRO,29/03/2010,,"4,84","0,83",,,,
AGRO,26/03/2010,,"4,80","2,13",,,,
AGRO,25/03/2010,,"4,70","0,43",,,,
AGRO,23/03/2010,,"4,68","-0,43",,,,
AGRO,22/03/2010,,"4,70","2,17",,,,
AGRO,18/03/2010,,"4,60","-0,43",,,,
AGRO,17/03/2010,,"4,62","0,22",,,,
AGRO,16/03/2010,,"4,61","-0,22",,,,
AGRO,15/03/2010,,"4,65","1,10","75,50",,,
AGRO,12/03/2010,,"4,60","4,60","77,00",,,
AGRO,11/03/2010,,"4,40","1,20","73,30",,,
AGRO,10/03/2010,,"4,35","3,60","71,30",,,
AGRO,09/03/2010,,"4,20","0,00","65,40",,,
AGRO,08/03/2010,,"4,25","0,00","67,40",,,
AGRO,05/03/2010,,"4,25","-1,85",,,,
AGRO,04/03/2010,,"4,33","1,50","69,90",,,
AGRO,03/03/2010,,"4,27","1,50","67,50",,,
AGRO,02/03/2010,,"4,21","-0,90","62,00",,,
AGRO,01/03/2010,,"4,25","-1,60","63,50",,,
AGRO,26/02/2010,,"4,32","2,40","60,00",,,
AGRO,25/02/2010,,"4,22","-4,00","56,30",,,
AGRO,24/02/2010,,"4,40","0,92",,,,
AGRO,23/02/2010,,"4,36","-0,03","0,62",,,
AGRO,22/02/2010,,"4,50","0,00","0,67",,,
AGRO,19/02/2010,,"4,48","-0,03","0,60",,,
AGRO,18/02/2010,,"4,61","0,00","0,65",,,
AGRO,17/02/2010,,"4,60","-0,03","0,62",,,
AGRO,16/02/2010,,"4,75","0,00","0,67",,,
AGRO,15/02/2010,,"4,75","-1,04",,,,
AGRO,12/02/2010,,"4,80","-0,41",,,,
AGRO,11/02/2010,,"4,82","2,12",,,,
AGRO,10/02/2010,,"4,72","2,16",,,,
AGRO,09/02/2010,,"4,62","3,82",,,,
AGRO,08/02/2010,,"4,45","6,97",,,,
AGRO,05/02/2010,,"4,16","-0,95",,,,
AGRO,04/02/2010,,"4,20","-7,89",,,,
AGRO,03/02/2010,,"4,56","0,22",,,,
AGRO,02/02/2010,,"4,55","3,17",,,,
AGRO,01/02/2010,,"4,41","0,23",,,,
AGRO,29/01/2010,,"4,40","0,00",,,,
AGRO,28/01/2010,,"4,40","-2,87",,,,
AGRO,27/01/2010,,"4,53","0,00",,,,
AGRO,26/01/2010,,"4,53","-0,44",,,,
AGRO,25/01/2010,,"4,55","-1,73",,,,
AGRO,21/01/2010,,"4,63","-1,49",,,,
AGRO,20/01/2010,,"4,70","0,21",,,,
AGRO,19/01/2010,,"4,69","0,86",,,,
AGRO,18/01/2010,,"4,65","-0,43",,,,
AGRO,15/01/2010,,"4,67","0,43",,,,
AGRO,14/01/2010,,"4,65","4,97",,,,
AGRO,13/01/2010,,"4,43","-1,12",,,,
AGRO,12/01/2010,,"4,48","-2,61",,,,
AGRO,11/01/2010,,"4,60","-1,92",,,,
AGRO,08/01/2010,,"4,69","1,08",,,,
AGRO,07/01/2010,,"4,64","0,87",,,,
AGRO,06/01/2010,,"4,60","-1,08",,,,
AGRO,05/01/2010,,"4,65","6,90",,,,
AGRO,04/01/2010,,"4,35","12,99",,,,
AGRO,30/12/2009,,"3,85","1,32",,,,
AGRO,29/12/2009,,"3,80","4,40",,,,
AGRO,28/12/2009,,"3,64","1,68",,,,
AGRO,23/12/2009,,"3,58","1,42",,,,
AGRO,22/12/2009,,"3,53","0,00",,,,
AGRO,21/12/2009,,"3,53","3,52",,,,
AGRO,18/12/2009,,"3,41","-3,94",,,,
AGRO,17/12/2009,,"3,55","0,00",,,,
AGRO,16/12/2009,,"3,55","4,41",,,,
AGRO,15/12/2009,,"3,40","2,10",,,,
AGRO,14/12/2009,,"3,33","0,91",,,,
AGRO,11/12/2009,,"3,30","2,17",,,,
AGRO,10/12/2009,,"3,23","3,86",,,,
AGRO,07/12/2009,,"3,11","-2,81","-1,57",,,
AGRO,04/12/2009,,"3,20","0,00","0,00",,,
AGRO,03/12/2009,,"3,20","0,63","0,49",,,
AGRO,02/12/2009,,"3,18","1,92","0,21",,,
AGRO,01/12/2009,,"3,12","0,97","0,87",,,
AGRO,30/11/2009,,"3,09","3,69","3,24",,,
AGRO,26/11/2009,,"2,98","0,34","0,15",,,
AGRO,25/11/2009,,"2,97","-1,00","-0,65",,,
AGRO,24/11/2009,,"3,00","0,00","0,00",,,
AGRO,23/11/2009,,"3,00","3,45","2,55",,,
AGRO,20/11/2009,,"2,90","-1,69","-1,45",,,
AGRO,19/11/2009,,"2,95","-4,84","-1,95",,,
AGRO,18/11/2009,,"3,10","0,65","0,41",,,
AGRO,17/11/2009,,"3,08","-2,22","-0,91",,,
AGRO,16/11/2009,,"3,15","5,70","2,41",,,
AGRO,13/11/2009,,"2,98","-3,87","-0,81",,,
AGRO,12/11/2009,,"3,10","-1,59","-1,37",,,
AGRO,11/11/2009,,"3,15","0,64","0,52",,,
AGRO,10/11/2009,,"3,13","-1,26","-1,22",,,
AGRO,09/11/2009,,"3,17","-3,94","-2,89",,,
AGRO,05/11/2009,,"3,30","-3,51","-0,75",,,
AGRO,04/11/2009,,"3,42","-0,58","-0,28",,,
AGRO,03/11/2009,,"3,44","-1,43","-1,23",,,
AGRO,02/11/2009,,"3,49","2,65","0,72",,,
AGRO,30/10/2009,,"3,40","-2,30","-0,33",,,
AGRO,29/10/2009,,"3,48","3,57","1,18",,,
AGRO,28/10/2009,,"3,36","-3,72","-3,04",,,
AGRO,27/10/2009,,"3,49","-0,29","-0,15",,,
AGRO,26/10/2009,,"3,50","0,00","0,00",,,
AGRO,23/10/2009,,"3,50","0,00","0,00",,,
AGRO,22/10/2009,,"3,50","2,64","2,14",,,
AGRO,21/10/2009,,"3,41","3,33","2,71",,,
AGRO,20/10/2009,,"3,30","0,30","0,16",,,
AGRO,19/10/2009,,"3,29","8,58","0,39",,,
AGRO,16/10/2009,,"3,03","1,00","0,24",,,
AGRO,15/10/2009,,"3,00","0,00","0,00",,,
AGRO,14/10/2009,,"3,00","2,74","2,20",,,
AGRO,13/10/2009,,"2,90","1,75","1,18",,,
AGRO,09/10/2009,,"2,85","1,06","0,64",,,
AGRO,08/10/2009,,"2,82","-1,40","-0,68",,,
AGRO,07/10/2009,,"2,86","1,42","0,97",,,
AGRO,06/10/2009,,"2,82","0,71","0,69",,,
AGRO,05/10/2009,,"2,80","0,00","0,00",,,
AGRO,02/10/2009,,"2,80","1,82","0,21",,,
AGRO,30/09/2009,,"2,75","-1,79","-0,25",,,
AGRO,29/09/2009,,"2,80","-0,36","-0,08",,,
AGRO,28/09/2009,,"2,81","-1,40","-0,81",,,
AGRO,25/09/2009,,"2,85","2,15","1,64",,,
AGRO,23/09/2009,,"2,79","0,36","0,29",,,
AGRO,22/09/2009,,"2,78","-0,71","-0,07",,,
AGRO,21/09/2009,,"2,80","2,94","1,43",,,
AGRO,17/09/2009,,"2,72","0,00","0,00",,,
AGRO,16/09/2009,,"2,72","1,49","0,58",,,
AGRO,15/09/2009,,"2,68","0,37","0,14",,,
AGRO,14/09/2009,,"2,67","-0,74","-0,31",,,
AGRO,11/09/2009,,"2,69","-0,37","-0,26",,,
AGRO,10/09/2009,,"2,70","0,75","0,58",,,
AGRO,09/09/2009,,"2,68","0,00","0,00",,,
AGRO,08/09/2009,,"2,68","0,75","0,58",,,
AGRO,07/09/2009,,"2,66","-0,37","-0,15",,,
AGRO,04/09/2009,,"2,67","-0,74","-0,46",,,
AGRO,03/09/2009,,"2,69","-0,74","-0,52",,,
AGRO,02/09/2009,,"2,71","0,37","0,11",,,
AGRO,01/09/2009,,"2,70","-4,93","-3,48",,,
AGRO,28/08/2009,,"2,84","-2,07","-0,78",,,
AGRO,27/08/2009,,"2,90","0,69","0,06",,,
AGRO,26/08/2009,,"2,88","0,00","0,00",,,
AGRO,25/08/2009,,"2,88","-1,71","-0,31",,,
AGRO,24/08/2009,,"2,93","2,09","0,45",,,
AGRO,21/08/2009,,"2,87","-2,38","-1,52",,,
AGRO,20/08/2009,,"2,94","-0,34","-0,22",,,
AGRO,19/08/2009,,"2,95","0,00","0,00",,,
AGRO,18/08/2009,,"2,95","-1,67","-1,37",,,
AGRO,14/08/2009,,"3,00","-2,60","-2,43",,,
AGRO,13/08/2009,,"3,08","-1,60","-0,81",,,
AGRO,12/08/2009,,"3,13","1,62","0,58",,,
AGRO,11/08/2009,,"3,08","-2,22","-1,84",,,
AGRO,10/08/2009,,"3,15","0,00","0,00",,,
AGRO,07/08/2009,,"3,15","-4,55","-1,15",,,
AGRO,06/08/2009,,"3,30","1,54","1,51",,,
AGRO,05/08/2009,,"3,25","1,56","0,00",,,
AGRO,03/08/2009,,"3,20","0,00","0,00",,,
AGRO,31/07/2009,,"3,20","0,00","0,00",,,
AGRO,30/07/2009,,"3,20","0,00","0,00",,,
AGRO,27/07/2009,,"3,20","0,00","0,00",,,
AGRO,24/07/2009,,"3,20","1,59","0,59",,,
AGRO,23/07/2009,,"3,15","1,61","0,36",,,
AGRO,21/07/2009,,"3,10","0,00","0,00",,,
AGRO,20/07/2009,,"3,10","4,38","1,14",,,
AGRO,17/07/2009,,"2,97","-1,00","-0,40",,,
AGRO,16/07/2009,,"3,00","3,45","2,68",,,
AGRO,13/07/2009,,"2,90","1,40","1,26",,,
AGRO,08/07/2009,,"2,86","-4,67","-2,90",,,
AGRO,07/07/2009,,"3,00","-1,64","-0,11",,,
AGRO,06/07/2009,,"3,05","1,67","0,58",,,
AGRO,01/07/2009,,"3,00","1,35","0,45",,,
AGRO,29/06/2009,,"2,96","9,63","1,11",,,
AGRO,26/06/2009,,"2,70","0,75","0,17",,,
AGRO,25/06/2009,,"2,68","3,08","1,83",,,
AGRO,24/06/2009,,"2,60","-5,45","-0,12",,,
AGRO,23/06/2009,,"2,75","0,00","0,00",,,
AGRO,18/06/2009,,"2,75","0,00","0,00",,,
AGRO,17/06/2009,,"2,75","0,00","0,00",,,
AGRO,16/06/2009,,"2,75","0,36","0,08",,,
AGRO,12/06/2009,,"2,74","3,40","0,33",,,
AGRO,11/06/2009,,"2,65","5,58","4,59",,,
AGRO,10/06/2009,,"2,51","0,40","0,14",,,
AGRO,08/06/2009,,"2,50","2,04","1,46",,,
AGRO,05/06/2009,,"2,45","0,00","0,00",,,
AGRO,04/06/2009,,"2,45","-3,92","-1,38",,,
AGRO,03/06/2009,,"2,55","0,00","0,00",,,
AGRO,02/06/2009,,"2,55","-1,92","-1,04",,,
AGRO,01/06/2009,,"2,60","1,96","0,43",,,
ALUA,03/02/2023,,"211,75","0,47","1,27",,,
ALUA,03/02/2023,,"211,75","0,47","1,27",,,
ALUA,02/02/2023,,"210,75","0,00","1,26",,,
ALUA,01/02/2023,,"212,00","0,00","2,00",,,
ALUA,31/01/2023,,"210,00","0,00","2,00",,,
ALUA,30/01/2023,,"208,25","0,00","1,25",,,
ALUA,27/01/2023,,"213,00","0,00","2,00",,,
ALUA,27/01/2023,,"211,00","-0,59","2,00",,,
ALUA,26/01/2023,,"212,25","0,00","1,40",,,
ALUA,25/01/2023,,"211,00","0,00","2,00",,,
ALUA,24/01/2023,,"210,50","0,00","1,50",,,
ALUA,23/01/2023,,"210,25","0,00","1,48",,,
ALUA,20/01/2023,,"206,00","0,00","2,00",,,
ALUA,20/01/2023,,"208,00","2,34","2,00",,,
ALUA,19/01/2023,,"203,25","0,00","1,21",,,
ALUA,18/01/2023,,"208,75","0,00","1,33",,,
ALUA,17/01/2023,,"225,75","0,00","1,52",,,
ALUA,16/01/2023,,"225,50","0,00","1,50",,,
ALUA,13/01/2023,,"221,25","0,00","1,45",,,
ALUA,13/01/2023,,"220,50","5,63","1,50",,,
ALUA,12/01/2023,,"208,75","0,00","1,30",,,
ALUA,11/01/2023,,"203,00","0,00","2,00",,,
ALUA,10/01/2023,,"203,00","0,00","2,00",,,
ALUA,09/01/2023,,"199,50","0,00","1,30",,,
ALUA,06/01/2023,,"194,75","0,00","1,19",,,
ALUA,06/01/2023,,"196,00","2,48","2,00",,,
ALUA,05/01/2023,,"191,25","0,00","1,15",,,
ALUA,04/01/2023,,"186,75","0,00","1,06",,,
ALUA,03/01/2023,,"185,00","0,00","2,00",,,
ALUA,02/01/2023,,"186,25","0,00","0,99",,,
ALUA,30/12/2022,,"180,25","0,00","0,92",,,
ALUA,30/12/2022,,"180,50","-2,43","1,00",,,
ALUA,29/12/2022,,"185,00","0,00","1,00",,,
ALUA,28/12/2022,,"188,50","0,00","1,10",,,
ALUA,27/12/2022,,"186,00","0,81","2,00",,,
ALUA,26/12/2022,,"184,50","0,00","1,00",,,
ALUA,23/12/2022,,"182,00","0,00","1,00",,,
ALUA,23/12/2022,,"181,75","2,39","0,96",,,
ALUA,22/12/2022,,"177,50","0,00","1,00",,,
ALUA,21/12/2022,,"177,75","0,00","0,96",,,
ALUA,20/12/2022,,"174,50","0,00","0,90",,,
ALUA,19/12/2022,,"172,50","0,00","0,90",,,
ALUA,16/12/2022,,"174,00","0,00","1,00",,,
ALUA,16/12/2022,,"174,25","0,00","0,83",,,
ALUA,15/12/2022,,"174,25","0,00","0,83",,,
ALUA,14/12/2022,,"176,25","0,00","0,85",,,
ALUA,13/12/2022,,"179,00","0,00","1,00",,,
ALUA,12/12/2022,,"177,00","0,00","1,00",,,
ALUA,07/12/2022,,"174,25","0,00","0,83",,,
ALUA,07/12/2022,,"174,50","3,87","0,70",,,
ALUA,06/12/2022,,"168,00","0,00","1,00",,,
ALUA,05/12/2022,,"165,00","0,00","1,00",,,
ALUA,02/12/2022,,"167,00","0,00","1,00",,,
ALUA,02/12/2022,,"167,50","-0,59","0,80",,,
ALUA,01/12/2022,,"168,50","0,00","0,80",,,
ALUA,30/11/2022,,"166,50","0,00","0,80",,,
ALUA,29/11/2022,,"164,00","0,00","1,00",,,
ALUA,28/11/2022,,"157,50","0,00","0,80",,,
ALUA,25/11/2022,,"152,50","0,00","0,70",,,
ALUA,25/11/2022,,"152,50","0,83","0,60",,,
ALUA,24/11/2022,,"151,25","0,00","0,59",,,
ALUA,23/11/2022,,"150,50","0,00","0,70",,,
ALUA,22/11/2022,,"151,25","0,00","0,73",,,
ALUA,18/11/2022,,"155,00","0,00","1,00",,,
ALUA,18/11/2022,,"155,00","0,98","1,00",,,
ALUA,17/11/2022,,"153,50","0,00","0,70",,,
ALUA,16/11/2022,,"151,25","0,00","0,59",,,
ALUA,15/11/2022,,"152,00","0,00","1,00",,,
ALUA,14/11/2022,,"149,00","0,00","1,00",,,
ALUA,11/11/2022,,"146,50","0,00","0,50",,,
ALUA,11/11/2022,,"146,50","2,63","0,50",,,
ALUA,10/11/2022,,"142,75","0,00","0,41",,,
ALUA,09/11/2022,,"137,00","0,00","1,00",,,
ALUA,08/11/2022,,"132,75","0,00","0,37",,,
ALUA,07/11/2022,,"133,75","0,00","0,33",,,
ALUA,04/11/2022,,"139,00","0,00","1,00",,,
ALUA,04/11/2022,,"139,75","-0,18","0,56",,,
ALUA,03/11/2022,,"140,00","0,00","1,00",,,
ALUA,02/11/2022,,"143,00","0,00","1,00",,,
ALUA,01/11/2022,,"143,00","0,00","1,00",,,
ALUA,31/10/2022,,"143,75","0,00","0,79",,,
ALUA,28/10/2022,,"138,75","0,00","0,72",,,
ALUA,28/10/2022,,"139,00","2,21","1,00",,,
ALUA,27/10/2022,,"136,00","0,00","1,00",,,
ALUA,26/10/2022,,"131,25","0,00","0,74",,,
ALUA,25/10/2022,,"127,00","0,00","1,00",,,
ALUA,24/10/2022,,"124,25","0,00","0,65",,,
ALUA,21/10/2022,,"120,50","0,00","0,60",,,
ALUA,21/10/2022,,"120,75","1,05","0,70",,,
ALUA,20/10/2022,,"119,50","0,00","0,70",,,
ALUA,19/10/2022,,"120,25","0,00","0,72",,,
ALUA,18/10/2022,,"122,50","0,00","0,90",,,
ALUA,17/10/2022,,"125,00","0,00","1,00",,,
ALUA,14/10/2022,,"126,50","0,00","0,90",,,
ALUA,14/10/2022,,"126,75","-0,78","0,92",,,
ALUA,13/10/2022,,"127,75","0,00","0,93",,,
ALUA,12/10/2022,,"127,50","0,00","1,10",,,
ALUA,11/10/2022,,"126,75","0,00","1,04",,,
ALUA,06/10/2022,,"134,00","0,00","2,00",,,
ALUA,06/10/2022,,"134,00","0,75","2,00",,,
ALUA,05/10/2022,,"133,00","0,00","2,00",,,
ALUA,04/10/2022,,"137,75","0,00","1,19",,,
ALUA,03/10/2022,,"139,25","0,00","1,23",,,
ALUA,30/09/2022,,"136,25","0,00","1,18",,,
ALUA,30/09/2022,,"136,00","1,68","2,00",,,
ALUA,29/09/2022,,"133,75","0,00","1,11",,,
ALUA,28/09/2022,,"132,75","0,00","1,09",,,
ALUA,27/09/2022,,"132,75","0,00","1,12",,,
ALUA,27/09/2022,,"133,00","-1,48","2,00",,,
ALUA,27/09/2022,,"133,00","-1,48","2,00",,,
ALUA,27/09/2022,,"133,00","-1,48","2,00",,,
ALUA,27/09/2022,,"132,00","-2,22","2,00",,,
ALUA,27/09/2022,,"131,00","-2,96","2,00",,,
ALUA,27/09/2022,,"130,50","-3,33","1,10",,,
ALUA,27/09/2022,,"130,00","-3,70","2,00",,,
ALUA,27/09/2022,,"131,50","-2,59","1,20",,,
ALUA,27/09/2022,,"132,00","-2,22","2,00",,,
ALUA,27/09/2022,,"132,75","-1,67","1,14",,,
ALUA,27/09/2022,,"133,00","-1,48","2,00",,,
ALUA,27/09/2022,,"133,75","-0,93","1,16",,,
ALUA,27/09/2022,,"134,00","-0,74","2,00",,,
ALUA,27/09/2022,,"132,50","-1,85","1,20",,,
ALUA,27/09/2022,,"133,00","-1,48","2,00",,,
ALUA,27/09/2022,,"135,00","0,00","2,00",,,
ALUA,27/09/2022,,"135,50","0,37","1,20",,,
ALUA,27/09/2022,,"135,25","0,18","1,18",,,
ALUA,27/09/2022,,"135,75","0,56","1,19",,,
ALUA,27/09/2022,,"136,50","1,11","1,20",,,
ALUA,27/09/2022,,"136,50","1,11","1,20",,,
ALUA,27/09/2022,,"137,25","1,67","1,21",,,
ALUA,26/09/2022,,"135,00","0,00","2,00",,,
ALUA,26/09/2022,,"135,75","-0,18","1,19",,,
ALUA,26/09/2022,,"134,50","-1,10","1,20",,,
ALUA,26/09/2022,,"135,00","-0,74","2,00",,,
ALUA,26/09/2022,,"135,00","-0,74","2,00",,,
ALUA,26/09/2022,,"135,75","-0,18","1,19",,,
ALUA,26/09/2022,,"135,00","-0,74","2,00",,,
ALUA,26/09/2022,,"134,50","-1,10","1,20",,,
ALUA,26/09/2022,,"136,00","0,00","2,00",,,
ALUA,26/09/2022,,"136,00","0,00","2,00",,,
ALUA,26/09/2022,,"136,00","0,00","2,00",,,
ALUA,26/09/2022,,"135,50","-0,37","1,20",,,
ALUA,26/09/2022,,"135,50","-0,37","1,20",,,
ALUA,26/09/2022,,"136,75","0,55","1,20",,,
ALUA,26/09/2022,,"136,00","0,00","2,00",,,
ALUA,26/09/2022,,"138,00","1,47","2,00",,,
ALUA,26/09/2022,,"137,50","1,10","1,30",,,
ALUA,26/09/2022,,"138,00","1,47","2,00",,,
ALUA,26/09/2022,,"137,50","1,10","1,30",,,
ALUA,26/09/2022,,"137,75","1,29","1,22",,,
ALUA,26/09/2022,,"137,75","1,29","1,22",,,
ALUA,26/09/2022,,"138,00","1,47","2,00",,,
ALUA,26/09/2022,,"137,50","1,10","1,30",,,
ALUA,23/09/2022,,"136,00","0,00","2,00",,,
ALUA,23/09/2022,,"136,00","0,93","2,00",,,
ALUA,22/09/2022,,"134,75","0,00","1,16",,,
ALUA,21/09/2022,,"134,00","0,00","2,00",,,
ALUA,20/09/2022,,"132,75","0,00","1,13",,,
ALUA,19/09/2022,,"133,50","0,00","1,20",,,
ALUA,16/09/2022,,"133,75","0,00","1,20",,,
ALUA,16/09/2022,,"133,75","-0,37","1,05",,,
ALUA,15/09/2022,,"134,25","0,00","1,06",,,
ALUA,14/09/2022,,"136,50","0,00","1,10",,,
ALUA,13/09/2022,,"139,75","0,00","1,11",,,
ALUA,12/09/2022,,"141,00","0,00","2,00",,,
ALUA,09/09/2022,,"140,00","0,00","2,00",,,
ALUA,09/09/2022,,"140,00","1,45","2,00",,,
ALUA,08/09/2022,,"138,00","0,00","2,00",,,
ALUA,07/09/2022,,"140,00","0,00","2,00",,,
ALUA,06/09/2022,,"144,50","0,00","1,20",,,
ALUA,05/09/2022,,"144,50","0,00","1,20",,,
ALUA,01/09/2022,,"147,25","0,00","1,22",,,
ALUA,31/08/2022,,"145,00","0,00","2,00",,,
ALUA,30/08/2022,,"154,00","0,00","2,00",,,
ALUA,29/08/2022,,"150,50","0,00","1,40",,,
ALUA,26/08/2022,,"147,00","0,00","2,00",,,
ALUA,26/08/2022,,"147,00","1,20","2,00",,,
ALUA,25/08/2022,,"145,25","0,00","1,39",,,
ALUA,24/08/2022,,"144,75","0,00","1,34",,,
ALUA,23/08/2022,,"143,75","0,00","1,30",,,
ALUA,22/08/2022,,"139,00","0,00","2,00",,,
ALUA,19/08/2022,,"142,00","0,00","2,00",,,
ALUA,19/08/2022,,"142,00","-0,70","2,00",,,
ALUA,18/08/2022,,"143,00","0,00","2,00",,,
ALUA,17/08/2022,,"137,00","0,00","2,00",,,
ALUA,16/08/2022,,"140,50","0,00","1,30",,,
ALUA,12/08/2022,,"140,75","0,00","1,30",,,
ALUA,12/08/2022,,"142,50","0,35","1,30",,,
ALUA,12/08/2022,,"140,00","-1,41","2,00",,,
ALUA,12/08/2022,,"142,00","0,00","2,00",,,
ALUA,12/08/2022,,"141,75","-0,18","1,22",,,
ALUA,12/08/2022,,"141,25","-0,53","1,22",,,
ALUA,12/08/2022,,"142,00","0,00","2,00",,,
ALUA,12/08/2022,,"141,50","-0,35","1,30",,,
ALUA,12/08/2022,,"142,25","0,18","1,23",,,
ALUA,12/08/2022,,"142,00","0,00","2,00",,,
ALUA,12/08/2022,,"142,25","0,18","1,23",,,
ALUA,12/08/2022,,"142,25","0,18","1,23",,,
ALUA,12/08/2022,,"142,25","0,18","1,23",,,
ALUA,12/08/2022,,"141,75","-0,18","1,22",,,
ALUA,12/08/2022,,"140,75","-0,88","1,21",,,
ALUA,12/08/2022,,"140,75","-0,88","1,21",,,
ALUA,12/08/2022,,"139,75","-1,58","1,19",,,
ALUA,12/08/2022,,"139,75","-1,58","1,19",,,
ALUA,12/08/2022,,"140,00","-1,41","2,00",,,
ALUA,12/08/2022,,"142,75","0,53","1,24",,,
ALUA,12/08/2022,,"143,00","0,70","2,00",,,
ALUA,11/08/2022,,"142,00","0,00","2,00",,,
ALUA,11/08/2022,,"142,25","-0,52","1,22",,,
ALUA,11/08/2022,,"141,50","-1,05","1,30",,,
ALUA,11/08/2022,,"142,00","-0,70","2,00",,,
ALUA,11/08/2022,,"140,75","-1,57","1,19",,,
ALUA,11/08/2022,,"140,50","-1,75","1,20",,,
ALUA,11/08/2022,,"142,00","-0,70","2,00",,,
ALUA,11/08/2022,,"142,00","-0,70","2,00",,,
ALUA,11/08/2022,,"142,00","-0,70","2,00",,,
ALUA,11/08/2022,,"141,50","-1,05","1,30",,,
ALUA,11/08/2022,,"141,50","-1,05","1,30",,,
ALUA,11/08/2022,,"141,25","-1,22","1,20",,,
ALUA,11/08/2022,,"141,25","-1,22","1,20",,,
ALUA,11/08/2022,,"142,75","-0,18","1,23",,,
ALUA,11/08/2022,,"143,75","0,52","1,24",,,
ALUA,11/08/2022,,"143,75","0,52","1,24",,,
ALUA,11/08/2022,,"143,25","0,18","1,23",,,
ALUA,11/08/2022,,"144,00","0,70","2,00",,,
ALUA,10/08/2022,,"143,00","0,00","2,00",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"142,75","1,06","1,30",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"142,75","1,06","1,30",,,
ALUA,10/08/2022,,"142,50","0,88","1,30",,,
ALUA,10/08/2022,,"142,25","0,71","1,29",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"142,50","0,88","1,30",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"142,00","0,53","2,00",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,10/08/2022,,"141,75","0,35","1,28",,,
ALUA,10/08/2022,,"143,00","1,24","2,00",,,
ALUA,09/08/2022,,"141,25","0,00","1,27",,,
ALUA,09/08/2022,,"141,00","0,18","2,00",,,
ALUA,09/08/2022,,"140,00","-0,53","2,00",,,
ALUA,09/08/2022,,"141,00","0,18","2,00",,,
ALUA,09/08/2022,,"142,00","0,89","2,00",,,
ALUA,09/08/2022,,"141,75","0,71","1,31",,,
ALUA,09/08/2022,,"141,75","0,71","1,31",,,
ALUA,09/08/2022,,"141,75","0,71","1,31",,,
ALUA,09/08/2022,,"142,00","0,89","2,00",,,
ALUA,09/08/2022,,"142,25","1,07","1,32",,,
ALUA,09/08/2022,,"142,00","0,89","2,00",,,
ALUA,09/08/2022,,"142,25","1,07","1,32",,,
ALUA,09/08/2022,,"142,00","0,89","2,00",,,
ALUA,09/08/2022,,"141,25","0,36","1,30",,,
ALUA,09/08/2022,,"140,75","0,00","1,29",,,
ALUA,09/08/2022,,"140,50","-0,18","1,30",,,
ALUA,09/08/2022,,"141,00","0,18","2,00",,,
ALUA,09/08/2022,,"141,00","0,18","2,00",,,
ALUA,09/08/2022,,"140,50","-0,18","1,30",,,
ALUA,09/08/2022,,"140,00","-0,53","2,00",,,
ALUA,09/08/2022,,"140,00","-0,53","2,00",,,
