"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"30.05.2011","3.244,79","3.266,23","3.270,17","3.236,05","","-0,64%"
"27.05.2011","3.265,82","3.268,38","3.287,98","3.261,42","","-0,08%"
"26.05.2011","3.268,55","3.281,17","3.281,17","3.232,74","","-0,42%"
"24.05.2011","3.282,41","3.326,45","3.346,37","3.279,04","","-1,22%"
"23.05.2011","3.323,07","3.374,34","3.374,90","3.310,58","","-1,79%"
"20.05.2011","3.383,79","3.384,76","3.393,11","3.370,53","","-0,06%"
"19.05.2011","3.385,77","3.394,40","3.394,40","3.376,41","","-0,09%"
"18.05.2011","3.388,75","3.365,25","3.395,69","3.365,25","","0,70%"
"17.05.2011","3.365,25","3.369,37","3.369,76","3.342,80","","-0,21%"
"16.05.2011","3.372,21","3.378,61","3.414,78","3.358,16","","-0,18%"
"13.05.2011","3.378,18","3.390,39","3.398,08","3.367,78","","-0,34%"
"12.05.2011","3.389,73","3.383,33","3.392,83","3.357,20","","0,15%"
"11.05.2011","3.384,57","3.424,61","3.428,46","3.375,75","","-1,10%"
"10.05.2011","3.422,12","3.356,56","3.422,12","3.356,56","","1,88%"
"09.05.2011","3.359,07","3.314,18","3.359,07","3.294,07","","1,30%"
"06.05.2011","3.315,84","3.306,67","3.365,39","3.306,67","","0,31%"
"05.05.2011","3.305,69","3.347,11","3.347,11","3.291,95","","-1,39%"
"04.05.2011","3.352,22","3.374,70","3.374,70","3.320,30","","-0,68%"
"03.05.2011","3.375,34","3.395,01","3.395,01","3.354,90","","-0,60%"
"02.05.2011","3.395,64","3.407,59","3.428,09","3.392,16","","-0,30%"
"29.04.2011","3.406,02","3.375,32","3.419,77","3.374,08","","0,89%"
"28.04.2011","3.375,96","3.378,53","3.383,42","3.359,05","","-0,04%"
"27.04.2011","3.377,29","3.373,64","3.377,29","3.340,67","","0,09%"
"26.04.2011","3.374,20","3.401,82","3.409,45","3.368,74","","-0,79%"
"25.04.2011","3.401,15","3.415,96","3.416,65","3.393,63","","-0,37%"
"20.04.2011","3.413,94","3.338,28","3.413,94","3.336,05","","2,45%"
"19.04.2011","3.332,27","3.305,03","3.337,62","3.305,03","","0,95%"
"18.04.2011","3.300,98","3.380,14","3.380,14","3.290,67","","-2,37%"
"15.04.2011","3.381,25","3.381,57","3.395,38","3.355,02","","-0,01%"
"14.04.2011","3.381,57","3.403,77","3.403,77","3.357,86","","-0,75%"
"13.04.2011","3.407,24","3.401,55","3.407,24","3.372,15","","0,17%"
"12.04.2011","3.401,55","3.446,49","3.446,49","3.376,25","","-1,35%"
"11.04.2011","3.448,12","3.481,99","3.488,54","3.440,23","","-0,93%"
"08.04.2011","3.480,39","3.465,44","3.486,20","3.456,09","","0,69%"
"07.04.2011","3.456,52","3.503,99","3.509,60","3.446,95","","-1,35%"
"06.04.2011","3.503,99","3.521,54","3.541,37","3.498,91","","-0,20%"
"05.04.2011","3.511,05","3.512,45","3.537,98","3.508,85","","-0,07%"
"04.04.2011","3.513,34","3.471,76","3.522,21","3.471,76","","1,19%"
"01.04.2011","3.471,95","3.389,67","3.472,82","3.389,67","","2,48%"
"31.03.2011","3.388,03","3.380,62","3.388,03","3.362,02","","0,34%"
"30.03.2011","3.376,44","3.331,43","3.396,74","3.331,43","","1,57%"
"29.03.2011","3.324,19","3.313,18","3.327,55","3.307,01","","0,33%"
"28.03.2011","3.313,18","3.350,09","3.357,53","3.310,11","","-1,06%"
"23.03.2011","3.348,83","3.320,11","3.348,83","3.308,55","","0,82%"
"22.03.2011","3.321,54","3.333,27","3.350,32","3.317,88","","-0,34%"
"21.03.2011","3.332,95","3.285,63","3.346,35","3.285,63","","1,68%"
"18.03.2011","3.277,87","3.261,30","3.306,45","3.261,30","","0,52%"
"17.03.2011","3.260,82","3.208,15","3.269,31","3.208,15","","1,98%"
"16.03.2011","3.197,53","3.265,31","3.294,50","3.166,53","","-2,01%"
"15.03.2011","3.263,27","3.349,00","3.349,00","3.207,26","","-2,82%"
"14.03.2011","3.357,99","3.400,70","3.400,70","3.324,24","","-1,34%"
"11.03.2011","3.403,51","3.399,37","3.403,58","3.349,74","","-0,07%"
"10.03.2011","3.405,92","3.456,96","3.456,96","3.374,89","","-1,49%"
"09.03.2011","3.457,52","3.469,39","3.487,74","3.448,24","","-0,29%"
"04.03.2011","3.467,72","3.476,00","3.492,03","3.445,79","","-0,21%"
"03.03.2011","3.474,97","3.426,80","3.474,97","3.426,80","","1,42%"
"02.03.2011","3.426,28","3.425,55","3.460,75","3.412,11","","-0,02%"
"01.03.2011","3.426,86","3.456,17","3.489,72","3.418,61","","-0,83%"
"28.02.2011","3.455,65","3.436,55","3.479,14","3.436,55","","0,59%"
"25.02.2011","3.435,44","3.385,70","3.450,33","3.385,70","","1,56%"
"24.02.2011","3.382,71","3.425,18","3.430,14","3.367,73","","-1,35%"
"23.02.2011","3.429,08","3.476,80","3.487,95","3.389,98","","-1,37%"
"22.02.2011","3.476,80","3.515,45","3.526,08","3.469,45","","-1,10%"
"21.02.2011","3.515,45","3.537,06","3.537,06","3.505,90","","-0,61%"
"18.02.2011","3.537,06","3.538,30","3.545,41","3.527,99","","-0,04%"
"17.02.2011","3.538,38","3.545,92","3.555,28","3.532,44","","-0,20%"
"16.02.2011","3.545,39","3.490,21","3.545,39","3.490,21","","1,58%"
"15.02.2011","3.490,21","3.510,54","3.532,31","3.485,09","","-0,53%"
"14.02.2011","3.508,93","3.466,15","3.518,85","3.466,15","","1,41%"
"11.02.2011","3.460,04","3.411,73","3.462,48","3.404,61","","1,35%"
"10.02.2011","3.414,06","3.505,13","3.511,62","3.412,15","","-2,61%"
"09.02.2011","3.505,68","3.567,40","3.579,49","3.489,04","","-1,73%"
"08.02.2011","3.567,40","3.559,96","3.577,98","3.551,61","","0,22%"
"07.02.2011","3.559,72","3.630,93","3.639,54","3.559,42","","-1,97%"
"04.02.2011","3.631,22","3.639,33","3.646,90","3.604,53","","-0,22%"
"03.02.2011","3.639,33","3.640,52","3.653,61","3.615,84","","-0,05%"
"02.02.2011","3.640,98","3.638,05","3.645,21","3.615,66","","0,16%"
"01.02.2011","3.635,26","3.594,13","3.641,60","3.594,13","","1,17%"
"31.01.2011","3.593,13","3.583,11","3.606,08","3.572,47","","0,28%"
"28.01.2011","3.583,11","3.619,28","3.625,01","3.554,46","","-0,93%"
"27.01.2011","3.616,79","3.644,53","3.659,53","3.614,29","","-0,70%"
"26.01.2011","3.642,20","3.605,10","3.642,20","3.605,10","","1,04%"
"25.01.2011","3.604,77","3.633,80","3.640,89","3.581,20","","-0,74%"
"24.01.2011","3.631,80","3.656,00","3.659,68","3.616,55","","-0,45%"
"21.01.2011","3.648,26","3.668,52","3.700,90","3.638,60","","-0,45%"
"20.01.2011","3.664,82","3.637,55","3.698,69","3.633,54","","0,77%"
"19.01.2011","3.636,90","3.615,57","3.667,36","3.615,57","","0,64%"
"18.01.2011","3.613,81","3.565,29","3.613,81","3.564,95","","1,42%"
"17.01.2011","3.563,35","3.539,06","3.564,79","3.537,14","","0,69%"
"14.01.2011","3.539,06","3.544,73","3.551,83","3.513,70","","-0,12%"
"13.01.2011","3.543,47","3.602,29","3.616,19","3.539,01","","-1,61%"
"12.01.2011","3.601,45","3.555,73","3.608,62","3.555,73","","1,57%"
"11.01.2011","3.545,71","3.550,05","3.576,60","3.537,25","","0,14%"
"10.01.2011","3.540,59","3.546,72","3.546,72","3.497,84","","-0,16%"
"07.01.2011","3.546,26","3.604,65","3.623,68","3.531,64","","-1,59%"
"06.01.2011","3.603,44","3.605,86","3.637,31","3.588,80","","-0,04%"
"05.01.2011","3.604,80","3.607,75","3.610,67","3.566,58","","-0,25%"
"04.01.2011","3.613,73","3.635,69","3.657,01","3.548,72","","-0,41%"
"03.01.2011","3.628,48","3.523,82","3.631,09","3.523,82","","2,98%"
"31.12.2010","3.523,59","3.523,59","3.523,59","3.523,59","","0,00%"
"30.12.2010","3.523,59","3.523,19","3.538,59","3.499,43","","0,03%"
"29.12.2010","3.522,60","3.499,08","3.535,04","3.499,08","","0,79%"
"28.12.2010","3.494,90","3.479,17","3.510,73","3.479,17","","0,50%"
"27.12.2010","3.477,51","3.466,15","3.500,01","3.447,12","","0,03%"
"24.12.2010","3.476,42","3.476,42","3.476,42","3.476,42","","0,00%"
"23.12.2010","3.476,42","3.477,39","3.500,22","3.470,45","","0,00%"
"22.12.2010","3.476,26","3.443,30","3.476,47","3.441,83","","0,97%"
"21.12.2010","3.442,95","3.477,96","3.494,25","3.441,11","","-0,65%"
"20.12.2010","3.465,31","3.407,29","3.470,71","3.403,54","","1,83%"
"17.12.2010","3.403,08","3.337,40","3.403,08","3.329,16","","1,99%"
"16.12.2010","3.336,72","3.292,00","3.341,27","3.292,00","","1,44%"
"15.12.2010","3.289,50","3.379,78","3.383,97","3.284,39","","-2,77%"
"14.12.2010","3.383,14","3.418,87","3.427,11","3.380,27","","-1,05%"
"13.12.2010","3.418,87","3.390,87","3.425,71","3.385,43","","0,83%"
"10.12.2010","3.390,87","3.375,01","3.406,18","3.374,14","","0,66%"
"09.12.2010","3.368,73","3.429,17","3.435,40","3.351,98","","-1,73%"
"08.12.2010","3.428,04","3.428,04","3.428,04","3.428,04","","0,00%"
"07.12.2010","3.428,04","3.458,26","3.524,42","3.425,34","","-0,82%"
"06.12.2010","3.456,47","3.425,11","3.465,61","3.425,11","","0,99%"
"03.12.2010","3.422,43","3.436,12","3.438,05","3.417,64","","-0,35%"
"02.12.2010","3.434,40","3.372,52","3.450,49","3.368,27","","2,00%"
"01.12.2010","3.367,15","3.262,66","3.371,19","3.262,66","","3,24%"
"30.11.2010","3.261,49","3.263,97","3.269,71","3.246,20","","-0,26%"
"29.11.2010","3.270,10","3.303,28","3.307,06","3.253,60","","-0,99%"
"26.11.2010","3.302,88","3.321,15","3.321,15","3.269,52","","-0,55%"
"25.11.2010","3.321,15","3.311,18","3.326,32","3.303,12","","1,15%"
"24.11.2010","3.283,42","3.204,48","3.287,38","3.204,48","","2,57%"
"23.11.2010","3.201,07","3.230,75","3.237,46","3.175,54","","-1,83%"
"22.11.2010","3.260,80","3.260,80","3.260,80","3.260,80","","0,00%"
"19.11.2010","3.260,80","3.248,22","3.263,65","3.217,07","","0,28%"
"18.11.2010","3.251,65","3.168,61","3.259,86","3.168,61","","2,76%"
"17.11.2010","3.164,40","3.125,31","3.197,79","3.125,31","","1,34%"
"16.11.2010","3.122,70","3.269,97","3.271,76","3.112,35","","-4,53%"
"15.11.2010","3.270,78","3.218,92","3.277,63","3.217,07","","1,72%"
"12.11.2010","3.215,48","3.337,29","3.338,97","3.198,44","","-3,75%"
"11.11.2010","3.340,65","3.310,21","3.346,89","3.296,83","","0,90%"
"10.11.2010","3.310,97","3.306,52","3.310,97","3.227,56","","0,16%"
"09.11.2010","3.305,76","3.326,66","3.363,03","3.305,76","","-0,56%"
"08.11.2010","3.324,27","3.353,17","3.368,76","3.295,66","","-0,84%"
"05.11.2010","3.352,33","3.340,54","3.380,81","3.307,60","","0,37%"
"04.11.2010","3.339,97","3.276,51","3.339,97","3.276,50","","4,19%"
"03.11.2010","3.205,79","3.111,99","3.205,79","3.111,99","","3,07%"
"02.11.2010","3.110,30","3.087,88","3.151,34","3.075,38","","1,09%"
"01.11.2010","3.076,90","3.011,76","3.092,88","3.011,76","","2,31%"
"29.10.2010","3.007,41","2.954,01","3.007,41","2.950,71","","1,78%"
"28.10.2010","2.954,86","2.924,50","2.988,93","2.924,31","","1,18%"
"26.10.2010","2.920,44","2.920,02","2.920,59","2.892,27","","0,13%"
"25.10.2010","2.916,55","2.855,87","2.923,12","2.855,87","","2,27%"
"22.10.2010","2.851,91","2.820,48","2.851,91","2.819,17","","1,12%"
"21.10.2010","2.820,28","2.810,04","2.849,62","2.793,53","","0,39%"
"20.10.2010","2.809,40","2.728,61","2.817,36","2.728,61","","2,99%"
"19.10.2010","2.727,92","2.733,39","2.754,62","2.712,46","","-0,82%"
"18.10.2010","2.750,37","2.742,23","2.760,47","2.738,75","","0,54%"
"17.10.2010","2.735,47","2.735,47","2.735,47","2.735,47","","0,00%"
"15.10.2010","2.735,47","2.723,58","2.742,28","2.717,78","","0,18%"
"14.10.2010","2.730,55","2.729,54","2.742,62","2.708,76","","0,04%"
"13.10.2010","2.729,54","2.721,96","2.754,86","2.721,96","","0,36%"
"12.10.2010","2.719,71","2.699,07","2.719,71","2.680,68","","0,75%"
"08.10.2010","2.699,49","2.641,12","2.700,29","2.641,12","","2,20%"
"07.10.2010","2.641,40","2.670,53","2.672,84","2.632,63","","-0,77%"
"06.10.2010","2.661,82","2.670,67","2.686,35","2.659,71","","-0,17%"
"05.10.2010","2.666,32","2.630,62","2.677,73","2.630,62","","1,59%"
"04.10.2010","2.624,62","2.652,73","2.662,43","2.620,47","","-1,04%"
"01.10.2010","2.652,29","2.642,29","2.664,44","2.639,44","","0,34%"
"30.09.2010","2.643,42","2.644,10","2.665,86","2.619,70","","0,08%"
"29.09.2010","2.641,41","2.650,26","2.659,62","2.634,17","","-0,37%"
"28.09.2010","2.651,19","2.601,18","2.651,50","2.600,78","","1,94%"
"27.09.2010","2.600,63","2.576,30","2.609,03","2.575,40","","0,89%"
"24.09.2010","2.577,74","2.530,22","2.579,60","2.530,22","","2,18%"
"23.09.2010","2.522,76","2.517,84","2.549,11","2.515,31","","-0,35%"
"22.09.2010","2.531,64","2.527,57","2.534,82","2.513,67","","0,00%"
"21.09.2010","2.531,68","2.533,29","2.547,38","2.515,44","","-0,06%"
"20.09.2010","2.533,29","2.474,44","2.533,29","2.474,44","","2,42%"
"17.09.2010","2.473,43","2.447,07","2.478,49","2.447,07","","1,08%"
"16.09.2010","2.447,07","2.442,72","2.450,39","2.430,65","","0,32%"
"15.09.2010","2.439,28","2.444,98","2.448,44","2.435,03","","-0,15%"
"14.09.2010","2.442,83","2.458,41","2.469,98","2.442,08","","-0,61%"
"13.09.2010","2.457,92","2.436,77","2.471,32","2.436,77","","0,87%"
"10.09.2010","2.436,77","2.433,60","2.441,45","2.424,91","","0,23%"
"09.09.2010","2.431,09","2.426,98","2.435,46","2.412,91","","0,46%"
"08.09.2010","2.419,92","2.421,24","2.454,11","2.419,92","","0,05%"
"07.09.2010","2.418,75","2.439,69","2.439,69","2.404,98","","-0,79%"
"06.09.2010","2.437,93","2.423,22","2.437,93","2.420,97","","0,61%"
"03.09.2010","2.423,22","2.421,40","2.449,59","2.421,40","","0,30%"
"02.09.2010","2.415,92","2.400,79","2.415,92","2.398,56","","0,88%"
"01.09.2010","2.394,76","2.360,29","2.403,21","2.360,29","","2,48%"
"31.08.2010","2.336,89","2.311,26","2.345,32","2.311,26","","1,29%"
"30.08.2010","2.307,20","2.349,03","2.350,55","2.306,58","","-1,78%"
"27.08.2010","2.349,07","2.321,08","2.353,51","2.302,31","","1,19%"
"26.08.2010","2.321,44","2.350,34","2.373,13","2.311,09","","-0,42%"
"25.08.2010","2.331,13","2.290,41","2.331,13","2.258,75","","1,65%"
"24.08.2010","2.293,29","2.357,55","2.357,55","2.292,83","","-3,18%"
"23.08.2010","2.368,63","2.449,60","2.449,60","2.368,63","","-2,88%"
"20.08.2010","2.438,97","2.428,84","2.440,72","2.413,17","","0,40%"
"19.08.2010","2.429,28","2.466,70","2.470,77","2.420,30","","-1,52%"
"18.08.2010","2.466,70","2.435,98","2.473,47","2.435,98","","1,27%"
"17.08.2010","2.435,65","2.389,42","2.435,65","2.389,42","","2,86%"
"13.08.2010","2.367,98","2.373,58","2.382,63","2.358,20","","0,06%"
"12.08.2010","2.366,49","2.354,50","2.372,64","2.350,39","","0,73%"
"11.08.2010","2.349,33","2.374,59","2.374,59","2.325,31","","-2,21%"
"10.08.2010","2.402,44","2.414,32","2.414,32","2.387,31","","-1,04%"
"09.08.2010","2.427,68","2.421,97","2.428,94","2.407,57","","0,10%"
"06.08.2010","2.425,33","2.432,58","2.432,58","2.397,49","","-0,31%"
"05.08.2010","2.432,85","2.456,90","2.456,90","2.415,86","","-0,93%"
"04.08.2010","2.455,72","2.459,53","2.467,05","2.442,62","","0,60%"
"03.08.2010","2.440,97","2.455,77","2.473,16","2.440,97","","-0,56%"
"02.08.2010","2.454,79","2.398,54","2.460,74","2.398,54","","2,53%"
"30.07.2010","2.394,16","2.406,41","2.406,41","2.391,85","","-0,47%"
"29.07.2010","2.405,47","2.379,55","2.407,38","2.377,77","","1,32%"
"28.07.2010","2.374,22","2.385,46","2.388,90","2.365,71","","-0,55%"
"27.07.2010","2.387,33","2.388,46","2.396,17","2.378,49","","-0,04%"
"26.07.2010","2.388,34","2.375,20","2.388,34","2.373,59","","0,55%"
"23.07.2010","2.375,20","2.357,82","2.375,20","2.355,04","","0,66%"
"22.07.2010","2.359,73","2.329,70","2.373,06","2.329,70","","1,39%"
"21.07.2010","2.327,35","2.336,42","2.355,56","2.319,16","","-0,39%"
"20.07.2010","2.336,42","2.302,16","2.336,42","2.295,81","","1,45%"
"19.07.2010","2.302,98","2.284,16","2.302,98","2.282,96","","0,87%"
"16.07.2010","2.283,07","2.306,67","2.306,67","2.274,37","","-1,04%"
"15.07.2010","2.306,95","2.309,87","2.311,15","2.293,71","","-0,13%"
"14.07.2010","2.309,87","2.305,14","2.319,19","2.296,42","","0,21%"
"13.07.2010","2.305,14","2.302,73","2.314,92","2.298,53","","0,72%"
"12.07.2010","2.288,59","2.291,86","2.312,35","2.284,76","","-0,04%"
"08.07.2010","2.289,50","2.267,44","2.289,60","2.257,80","","1,08%"
"07.07.2010","2.265,00","2.210,91","2.267,37","2.210,91","","2,45%"
"06.07.2010","2.210,91","2.237,88","2.250,05","2.201,87","","0,27%"
"05.07.2010","2.205,05","2.212,75","2.216,31","2.198,88","","-0,54%"
"02.07.2010","2.217,08","2.210,19","2.225,80","2.200,04","","0,35%"
"01.07.2010","2.209,42","2.185,92","2.209,42","2.158,03","","1,12%"
"30.06.2010","2.185,01","2.193,10","2.218,55","2.178,02","","-0,37%"
"29.06.2010","2.193,10","2.289,43","2.289,43","2.184,26","","-4,32%"
"28.06.2010","2.292,21","2.318,14","2.318,14","2.292,21","","-1,12%"
"25.06.2010","2.318,14","2.300,69","2.318,14","2.293,47","","0,76%"
"24.06.2010","2.300,69","2.326,95","2.327,32","2.296,98","","-1,13%"
"23.06.2010","2.326,95","2.326,31","2.333,04","2.309,72","","-0,06%"
"22.06.2010","2.328,45","2.322,92","2.348,48","2.322,92","","0,35%"
"18.06.2010","2.320,36","2.314,23","2.328,71","2.314,23","","0,25%"
"17.06.2010","2.314,54","2.323,12","2.324,48","2.300,85","","-0,37%"
"16.06.2010","2.323,12","2.321,63","2.333,37","2.310,39","","-0,13%"
"15.06.2010","2.326,09","2.285,44","2.328,00","2.285,44","","1,91%"
"14.06.2010","2.282,51","2.282,15","2.322,66","2.276,03","","0,06%"
"11.06.2010","2.281,23","2.261,78","2.281,23","2.253,19","","0,86%"
"10.06.2010","2.261,78","2.218,90","2.262,87","2.218,90","","2,00%"
"09.06.2010","2.217,54","2.205,38","2.243,75","2.205,38","","0,64%"
"08.06.2010","2.203,52","2.172,28","2.217,45","2.171,37","","1,59%"
"07.06.2010","2.168,99","2.184,18","2.195,76","2.165,73","","-0,56%"
"04.06.2010","2.181,21","2.237,56","2.237,56","2.176,73","","-2,58%"
"03.06.2010","2.239,09","2.213,11","2.239,65","2.208,73","","1,21%"
"02.06.2010","2.212,39","2.174,41","2.212,39","2.163,10","","1,71%"
"01.06.2010","2.175,19","2.203,60","2.204,58","2.159,59","","-1,29%"
"31.05.2010","2.203,60","2.168,57","2.203,60","2.168,57","","1,62%"
"28.05.2010","2.168,57","2.177,78","2.177,78","2.143,17","","-0,35%"
"27.05.2010","2.176,20","2.063,60","2.178,32","2.063,60","","5,59%"
"26.05.2010","2.061,07","2.123,62","2.128,41","2.060,18","","-2,95%"
"21.05.2010","2.123,62","2.092,36","2.135,95","2.089,58","","1,63%"
"20.05.2010","2.089,58","2.149,04","2.149,04","2.073,94","","-4,08%"
"19.05.2010","2.178,40","2.183,23","2.185,51","2.138,54","","-0,22%"
"18.05.2010","2.183,23","2.204,60","2.226,65","2.177,43","","-0,12%"
"17.05.2010","2.185,92","2.212,87","2.219,02","2.151,16","","-1,22%"
"14.05.2010","2.212,87","2.278,92","2.278,92","2.198,56","","-2,97%"
"13.05.2010","2.280,50","2.300,80","2.305,68","2.274,64","","-0,87%"
"12.05.2010","2.300,50","2.290,90","2.311,36","2.290,90","","0,47%"
"11.05.2010","2.289,63","2.313,68","2.313,68","2.276,99","","-1,09%"
"10.05.2010","2.314,94","2.163,17","2.318,51","2.163,17","","7,16%"
"07.05.2010","2.160,20","2.161,73","2.192,46","2.096,07","","-0,07%"
"06.05.2010","2.161,73","2.288,23","2.298,29","2.123,80","","-5,42%"
"05.05.2010","2.285,49","2.320,46","2.320,46","2.277,51","","-1,68%"
"04.05.2010","2.324,45","2.412,82","2.412,82","2.324,45","","-3,67%"
"03.05.2010","2.413,03","2.398,82","2.419,18","2.391,70","","0,70%"
"30.04.2010","2.396,27","2.391,94","2.404,84","2.378,58","","0,04%"
"29.04.2010","2.395,24","2.380,06","2.405,21","2.380,06","","0,72%"
"28.04.2010","2.378,05","2.378,50","2.382,72","2.356,15","","0,15%"
"27.04.2010","2.374,52","2.435,91","2.435,91","2.374,34","","-2,56%"
"26.04.2010","2.436,93","2.453,36","2.455,21","2.433,10","","-0,41%"
"23.04.2010","2.447,03","2.430,47","2.447,25","2.430,47","","0,68%"
"22.04.2010","2.430,47","2.420,29","2.432,08","2.385,36","","0,30%"
"21.04.2010","2.423,31","2.426,84","2.432,84","2.418,44","","-0,15%"
"20.04.2010","2.426,84","2.426,38","2.445,00","2.426,21","","0,28%"
"19.04.2010","2.420,18","2.399,68","2.421,99","2.374,68","","0,89%"
"16.04.2010","2.398,94","2.429,30","2.434,52","2.385,39","","-1,61%"
"15.04.2010","2.438,23","2.458,86","2.463,50","2.432,69","","-0,83%"
"14.04.2010","2.458,52","2.463,27","2.464,33","2.449,51","","-0,22%"
"13.04.2010","2.463,84","2.486,31","2.486,31","2.455,96","","-0,89%"
"12.04.2010","2.486,01","2.488,82","2.505,37","2.481,14","","-0,07%"
"09.04.2010","2.487,76","2.481,01","2.492,86","2.474,96","","0,69%"
"08.04.2010","2.470,81","2.451,09","2.471,30","2.421,32","","0,70%"
"07.04.2010","2.453,74","2.486,72","2.498,67","2.446,58","","-1,33%"
"06.04.2010","2.486,72","2.451,32","2.486,72","2.446,39","","1,52%"
"05.04.2010","2.449,53","2.398,28","2.451,96","2.398,28","","3,19%"
"31.03.2010","2.373,71","2.404,77","2.415,43","2.373,71","","-1,29%"
"30.03.2010","2.404,77","2.418,54","2.423,94","2.403,55","","-0,54%"
"29.03.2010","2.417,72","2.403,28","2.423,94","2.401,11","","0,64%"
"26.03.2010","2.402,45","2.410,20","2.427,65","2.393,28","","-0,31%"
"25.03.2010","2.409,94","2.440,70","2.449,95","2.406,96","","-1,20%"
"23.03.2010","2.439,33","2.414,49","2.439,33","2.414,49","","1,06%"
"22.03.2010","2.413,67","2.383,98","2.413,67","2.375,26","","1,37%"
"19.03.2010","2.381,10","2.375,02","2.390,29","2.347,45","","0,35%"
"18.03.2010","2.372,87","2.382,38","2.387,11","2.365,90","","-0,40%"
"17.03.2010","2.382,38","2.380,92","2.400,73","2.380,92","","0,14%"
"16.03.2010","2.379,02","2.352,85","2.379,02","2.352,85","","1,18%"
"15.03.2010","2.351,35","2.359,97","2.359,97","2.325,89","","-0,37%"
"12.03.2010","2.359,97","2.346,09","2.360,20","2.346,09","","1,19%"
"11.03.2010","2.332,17","2.333,30","2.344,75","2.330,62","","0,00%"
"10.03.2010","2.332,22","2.319,14","2.332,22","2.317,97","","0,56%"
"09.03.2010","2.319,14","2.308,41","2.319,14","2.296,51","","0,46%"
"08.03.2010","2.308,41","2.304,01","2.314,27","2.296,62","","0,42%"
"05.03.2010","2.298,74","2.284,54","2.303,86","2.281,55","","0,63%"
"04.03.2010","2.284,26","2.291,73","2.305,46","2.277,30","","-0,31%"
"03.03.2010","2.291,32","2.286,00","2.315,57","2.283,45","","0,25%"
"02.03.2010","2.285,72","2.269,46","2.299,66","2.269,18","","0,91%"
"01.03.2010","2.265,14","2.224,50","2.265,14","2.224,50","","1,97%"
"26.02.2010","2.221,38","2.211,05","2.225,34","2.202,36","","0,44%"
"25.02.2010","2.211,70","2.237,22","2.237,22","2.188,46","","-3,51%"
"24.02.2010","2.292,22","2.296,63","2.314,27","2.288,80","","-0,19%"
"23.02.2010","2.296,63","2.345,64","2.345,64","2.285,33","","-2,13%"
"22.02.2010","2.346,73","2.335,61","2.358,07","2.335,61","","0,50%"
"19.02.2010","2.334,99","2.333,88","2.336,89","2.308,24","","0,02%"
"18.02.2010","2.334,44","2.320,67","2.334,44","2.311,16","","0,59%"
"17.02.2010","2.320,67","2.306,64","2.329,44","2.306,64","","0,85%"
"16.02.2010","2.301,09","2.282,29","2.303,23","2.281,60","","1,07%"
"15.02.2010","2.276,83","2.277,07","2.282,14","2.266,28","","0,15%"
"12.02.2010","2.273,41","2.277,95","2.280,60","2.257,85","","-0,33%"
"11.02.2010","2.280,96","2.240,76","2.283,76","2.240,76","","1,86%"
"10.02.2010","2.239,37","2.234,00","2.247,61","2.218,25","","0,25%"
"09.02.2010","2.233,74","2.190,96","2.239,30","2.190,96","","2,10%"
"08.02.2010","2.187,83","2.165,15","2.202,21","2.165,15","","1,05%"
"05.02.2010","2.165,15","2.227,16","2.231,68","2.151,10","","-3,21%"
"04.02.2010","2.236,96","2.320,30","2.320,30","2.235,08","","-3,82%"
"03.02.2010","2.325,79","2.343,65","2.343,65","2.320,49","","-0,73%"
"02.02.2010","2.342,82","2.314,85","2.342,82","2.314,44","","1,25%"
"01.02.2010","2.313,81","2.296,73","2.315,30","2.287,74","","0,66%"
"29.01.2010","2.298,55","2.297,24","2.329,58","2.292,94","","0,21%"
"28.01.2010","2.293,81","2.306,91","2.327,60","2.281,59","","-0,54%"
"27.01.2010","2.306,21","2.309,92","2.315,70","2.281,06","","-0,13%"
"26.01.2010","2.309,25","2.323,43","2.325,39","2.298,92","","-0,51%"
"25.01.2010","2.321,20","2.332,63","2.343,72","2.297,33","","-0,45%"
"22.01.2010","2.331,60","2.332,67","2.349,81","2.303,81","","-0,37%"
"21.01.2010","2.340,20","2.352,36","2.362,45","2.314,14","","-0,48%"
"20.01.2010","2.351,54","2.388,51","2.388,51","2.336,13","","-1,54%"
"19.01.2010","2.388,31","2.368,60","2.395,34","2.355,75","","0,69%"
"18.01.2010","2.371,86","2.371,11","2.379,77","2.368,42","","0,03%"
"15.01.2010","2.371,11","2.379,64","2.381,56","2.350,40","","-0,42%"
"14.01.2010","2.381,04","2.341,92","2.385,73","2.341,92","","1,84%"
"13.01.2010","2.338,07","2.270,49","2.339,98","2.270,49","","2,98%"
"12.01.2010","2.270,49","2.316,91","2.316,91","2.247,57","","-2,04%"
"11.01.2010","2.317,74","2.357,33","2.361,09","2.313,70","","-1,49%"
"08.01.2010","2.352,76","2.378,14","2.378,14","2.334,65","","-1,54%"
"07.01.2010","2.389,45","2.362,46","2.392,81","2.331,92","","1,14%"
"06.01.2010","2.362,46","2.400,36","2.401,06","2.347,31","","-1,64%"
"05.01.2010","2.401,75","2.384,90","2.411,40","2.384,90","","0,72%"
"04.01.2010","2.384,49","2.329,81","2.393,62","2.329,81","","2,75%"
"31.12.2009","2.320,73","2.316,19","2.328,14","2.305,45","","0,00%"
"30.12.2009","2.320,73","2.316,19","2.328,14","2.305,45","","0,10%"
"29.12.2009","2.318,39","2.283,72","2.325,20","2.283,72","","1,57%"
